ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
40446_at	1.90e-09	1.52e-11	-8.779601	16.177715	-1.5377695	PHF1	PHD finger protein 1
214697_s_at	1.91e-09	1.53e-11	8.777558	16.170927	2.8175867	PTBP3	polypyrimidine tract binding protein 3
205895_s_at	1.93e-09	1.56e-11	8.773456	16.157292	3.5503702	NOLC1	nucleolar and coiled-body phosphoprotein 1
236657_at	1.94e-09	1.57e-11	-8.770623	16.147876	-1.874269	LOC100288911	uncharacterized LOC100288911
1569608_x_at	1.94e-09	1.58e-11	-8.769264	16.143358	-2.2753954	LOC105379426	ankyrin repeat domain-containing protein 20A2
234915_s_at	1.97e-09	1.61e-11	8.762951	16.122371	1.96854	DENR	density regulated re-initiation and release factor
201202_at	1.98e-09	1.62e-11	8.761155	16.116399	2.635783	PCNA	proliferating cell nuclear antigen
228811_at	2.01e-09	1.66e-11	-8.754882	16.095539	-2.4361699		
213706_at	2.06e-09	1.70e-11	-8.747565	16.071202	-4.6950862	GPD1	glycerol-3-phosphate dehydrogenase 1
201761_at	2.07e-09	1.72e-11	8.744895	16.062321	2.738975	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
201742_x_at	2.10e-09	1.75e-11	8.739137	16.043163	4.2491187	SRSF1	serine and arginine rich splicing factor 1
211450_s_at	2.15e-09	1.80e-11	8.730723	16.01516	4.0216874	MSH6	mutS homolog 6
203358_s_at	2.15e-09	1.81e-11	8.729812	16.01213	4.1963311	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
227801_at	2.18e-09	1.84e-11	8.724288	15.993743	3.4802606	TRIM59	tripartite motif containing 59
242452_at	2.19e-09	1.86e-11	-8.720876	15.982382	-2.7494603		
232570_s_at	2.19e-09	1.87e-11	-8.720284	15.980414	-1.5560542	ADAM33	ADAM metallopeptidase domain 33
201591_s_at	2.27e-09	1.94e-11	-8.708869	15.942401	-1.8023398	NISCH	nischarin
215439_x_at	2.35e-09	2.01e-11	-8.697748	15.905357	-0.9328681		
222036_s_at	2.35e-09	2.02e-11	8.696542	15.90134	2.6199514	MCM4	minichromosome maintenance complex component 4
234243_at	2.35e-09	2.03e-11	-8.695895	15.899185	-1.6882824	RPF1	ribosome production factor 1 homolog
218585_s_at	2.41e-09	2.09e-11	8.686458	15.867737	3.9650129	DTL	denticleless E3 ubiquitin protein ligase homolog
211801_x_at	2.41e-09	2.10e-11	8.686028	15.866304	2.6456247	MFN1	mitofusin 1
214007_s_at	2.41e-09	2.11e-11	8.684747	15.862036	3.3800289	TWF1	twinfilin actin binding protein 1
238062_at	2.44e-09	2.14e-11	-8.679886	15.845833	-3.5737962	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
210717_at	2.45e-09	2.15e-11	8.678359	15.840741	2.184412		
208952_s_at	2.53e-09	2.23e-11	8.667385	15.804155	3.6381698	LARP4B	La ribonucleoprotein domain family member 4B
213737_x_at	2.54e-09	2.26e-11	-8.664735	15.795317	-1.4289461	GOLGA8N	golgin A8 family member N
202779_s_at	2.55e-09	2.27e-11	8.662316	15.78725	4.2023834	UBE2S	ubiquitin conjugating enzyme E2 S
202899_s_at	2.56e-09	2.29e-11	8.659936	15.779312	2.456545	SRSF3	serine and arginine rich splicing factor 3
65718_at	2.57e-09	2.31e-11	-8.657822	15.772262	-2.1446351	ADGRA2	adhesion G protein-coupled receptor A2
217094_s_at	2.63e-09	2.37e-11	8.650187	15.74679	2.1507664	ITCH	itchy E3 ubiquitin protein ligase
217881_s_at	2.73e-09	2.47e-11	8.637824	15.705535	2.2634058	CDC27	cell division cycle 27
1570255_s_at	2.73e-09	2.47e-11	-8.637657	15.704976	-3.4122509	ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	ankyrin repeat domain 20 family member A12, pseudogene///ankyrin repeat domain 20 family member A8, pseudogene///ankyrin repeat domain 20 family member A4///ankyrin repeat domain 20 family member A2///ankyrin repeat domain 20 family member A3///ankyrin repeat domain 20 family member A5, pseudogene///ankyrin repeat domain 20 family member A1
205878_at	2.74e-09	2.50e-11	-8.63484	15.695574	-2.0260734	POU6F1	POU class 6 homeobox 1
1558080_s_at	2.79e-09	2.55e-11	8.628932	15.675853	2.8905278	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
228582_x_at	2.79e-09	2.55e-11	8.628265	15.673626	4.8233753	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
202613_at	2.80e-09	2.58e-11	8.625501	15.664398	3.7281165	CTPS1	CTP synthase 1
220202_s_at	2.83e-09	2.61e-11	8.6216	15.651372	2.5983501	RC3H2	ring finger and CCCH-type domains 2
1554408_a_at	2.91e-09	2.70e-11	8.611996	15.619299	3.9259916	TK1	thymidine kinase 1
203007_x_at	2.91e-09	2.70e-11	8.611724	15.61839	2.9494951	LYPLA1	lysophospholipase I
205507_at	2.92e-09	2.73e-11	-8.608726	15.608374	-1.9167697	ARHGEF15	Rho guanine nucleotide exchange factor 15
212008_at	2.93e-09	2.75e-11	8.60667	15.601507	4.2111265	UBXN4	UBX domain protein 4
219978_s_at	2.95e-09	2.78e-11	8.603904	15.592266	4.1845598	NUSAP1	nucleolar and spindle associated protein 1
223993_s_at	2.95e-09	2.79e-11	8.602838	15.588706	2.3613062	CNIH4	cornichon family AMPA receptor auxiliary protein 4
209464_at	2.99e-09	2.83e-11	8.598173	15.573118	3.206489	AURKB	aurora kinase B
210845_s_at	2.99e-09	2.84e-11	8.596986	15.569153	3.9220672	PLAUR	plasminogen activator, urokinase receptor
206102_at	2.99e-09	2.85e-11	8.59634	15.566994	3.1312082	GINS1	GINS complex subunit 1
243481_at	3.03e-09	2.90e-11	-8.591608	15.551179	-2.208961	RHOJ	ras homolog family member J
209142_s_at	3.04e-09	2.92e-11	8.589295	15.543448	2.7514291	UBE2G1	ubiquitin conjugating enzyme E2 G1
216331_at	3.04e-09	2.94e-11	-8.586862	15.535316	-3.3092853	ITGA7	integrin subunit alpha 7
225119_at	3.04e-09	2.95e-11	8.586655	15.534623	3.2529926	CHMP4B	charged multivesicular body protein 4B
209408_at	3.04e-09	2.96e-11	8.585392	15.530403	4.7650867	KIF2C	kinesin family member 2C
214507_s_at	3.04e-09	2.96e-11	8.584821	15.528494	1.8446419	EXOSC2	exosome component 2
215227_x_at	3.09e-09	3.02e-11	8.579076	15.509287	2.1101616	ACP1	acid phosphatase 1, soluble
205200_at	3.09e-09	3.03e-11	-8.578234	15.506472	-4.781164	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B
201020_at	3.12e-09	3.07e-11	8.574125	15.492734	3.1310996	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
213872_at	3.12e-09	3.12e-11	8.569889	15.478566	5.9631918		
223347_at	3.12e-09	3.12e-11	-8.56969	15.477902	-1.7184469	MUM1	melanoma associated antigen (mutated) 1
204444_at	3.12e-09	3.13e-11	8.569051	15.475764	3.9993722	KIF11	kinesin family member 11
213183_s_at	3.12e-09	3.13e-11	-8.568516	15.473975	-3.3241293		
225734_at	3.12e-09	3.14e-11	8.567934	15.472031	1.6737074	FBXO22	F-box protein 22
222507_s_at	3.12e-09	3.15e-11	8.56754	15.470712	3.1302603	TMEM9B	TMEM9 domain family member B
225191_at	3.12e-09	3.15e-11	-8.567412	15.470284	-2.663391	CIRBP	cold inducible RNA binding protein
223005_s_at	3.15e-09	3.19e-11	8.563433	15.456973	3.2261907	TMEM245	transmembrane protein 245
211212_s_at	3.15e-09	3.20e-11	8.562347	15.453344	2.1164993	ORC5	origin recognition complex subunit 5
226917_s_at	3.15e-09	3.21e-11	-8.561547	15.450668	-1.2800008	ANAPC4	anaphase promoting complex subunit 4
1558093_s_at	3.15e-09	3.22e-11	8.56079	15.448134	3.3455321	SNHG4///MATR3	small nucleolar RNA host gene 4///matrin 3
200750_s_at	3.16e-09	3.24e-11	8.558994	15.442125	1.9523709	RAN	RAN, member RAS oncogene family
228196_s_at	3.19e-09	3.28e-11	8.555501	15.430442	3.1624623	LARP4B	La ribonucleoprotein domain family member 4B
203755_at	3.20e-09	3.31e-11	8.552529	15.420498	3.8756102	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
219121_s_at	3.20e-09	3.31e-11	8.552267	15.419621	5.0296399	ESRP1	epithelial splicing regulatory protein 1
211762_s_at	3.21e-09	3.35e-11	8.549025	15.408771	3.6438348	KPNA2	karyopherin subunit alpha 2
1554627_a_at	3.21e-09	3.35e-11	8.548747	15.407842	3.3243165	ASCC1	activating signal cointegrator 1 complex subunit 1
213675_at	3.21e-09	3.36e-11	-8.548549	15.407179	-3.01089	PARVA	parvin alpha
232953_at	3.21e-09	3.36e-11	-8.548253	15.406187	-2.0716983	LINC00266-1	long intergenic non-protein coding RNA 266-1
205329_s_at	3.21e-09	3.37e-11	8.547432	15.403442	2.2054441	SNX4	sorting nexin 4
215271_at	3.22e-09	3.40e-11	-8.544588	15.393924	-2.1919976	TNN	tenascin N
203362_s_at	3.22e-09	3.41e-11	8.544333	15.39307	4.3244071	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
221748_s_at	3.22e-09	3.43e-11	-8.542105	15.385613	-3.3354607	TNS1	tensin 1
1552625_a_at	3.22e-09	3.44e-11	8.541513	15.383632	2.2582713	TRNT1	tRNA nucleotidyl transferase 1
206243_at	3.22e-09	3.44e-11	-8.541256	15.382772	-4.4063897	TIMP4	TIMP metallopeptidase inhibitor 4
1569003_at	3.28e-09	3.52e-11	8.534589	15.360456	4.4691713	VMP1	vacuole membrane protein 1
203971_at	3.28e-09	3.53e-11	8.534108	15.358846	1.9208698	SLC31A1	solute carrier family 31 member 1
222804_x_at	3.28e-09	3.54e-11	8.533266	15.356027	2.9057774	DCAF10	DDB1 and CUL4 associated factor 10
1554696_s_at	3.32e-09	3.60e-11	8.528497	15.340058	4.3034764	TYMS	thymidylate synthetase
1554390_s_at	3.32e-09	3.60e-11	8.528323	15.339475	2.7160586	ACTR2	ARP2 actin related protein 2 homolog
202558_s_at	3.39e-09	3.69e-11	8.52071	15.313984	2.2168283	HSPA13	heat shock protein family A (Hsp70) member 13
200700_s_at	3.41e-09	3.73e-11	8.518135	15.30536	2.446781	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
202824_s_at	3.41e-09	3.75e-11	8.516597	15.300208	1.6361726	TCEB1	transcription elongation factor B subunit 1
203109_at	3.41e-09	3.75e-11	8.516159	15.29874	3.6309294	UBE2M	ubiquitin conjugating enzyme E2 M
210794_s_at	3.41e-09	3.76e-11	-8.515829	15.297635	-3.3479538	MEG3	maternally expressed 3 (non-protein coding)
201001_s_at	3.44e-09	3.80e-11	8.512653	15.286997	2.4579104	TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1	TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1
202666_s_at	3.44e-09	3.81e-11	8.51137	15.282698	2.0919622	ACTL6A	actin like 6A
215378_at	3.47e-09	3.86e-11	-8.507866	15.270961	-1.3239777		
213787_s_at	3.48e-09	3.88e-11	8.506089	15.265006	2.4434666	EBP	emopamil binding protein (sterol isomerase)
236325_at	3.48e-09	3.89e-11	-8.505578	15.263295	-1.2276089	CEP126	centrosomal protein 126
233868_x_at	3.56e-09	3.99e-11	-8.49801	15.237936	-1.5899726	ADAM33	ADAM metallopeptidase domain 33
208696_at	3.56e-09	4.01e-11	8.496849	15.234045	1.6548899	CCT5	chaperonin containing TCP1 subunit 5
228222_at	3.61e-09	4.07e-11	8.49211	15.218161	2.757084	PPP1CB	protein phosphatase 1 catalytic subunit beta
229164_s_at	3.61e-09	4.09e-11	-8.490995	15.214426	-1.5322418	ABTB1	ankyrin repeat and BTB domain containing 1
230417_at	3.61e-09	4.10e-11	-8.490089	15.211387	-2.5831631	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16
235746_s_at	3.67e-09	4.18e-11	-8.48491	15.194027	-2.9737478	PLA2R1	phospholipase A2 receptor 1
206438_x_at	3.74e-09	4.27e-11	-8.478229	15.171627	-2.4131648	TCTN2	tectonic family member 2
200776_s_at	3.81e-09	4.36e-11	8.472286	15.151698	2.4911733	BZW1	basic leucine zipper and W2 domains 1
208750_s_at	3.85e-09	4.42e-11	8.468486	15.138957	4.9995514	MIR3620///ARF1	microRNA 3620///ADP ribosylation factor 1
1554441_a_at	3.85e-09	4.44e-11	8.467077	15.134231	2.7338023	WAPL	WAPL cohesin release factor
206113_s_at	3.85e-09	4.44e-11	8.466795	15.133284	3.6325403	RAB5A	RAB5A, member RAS oncogene family
209763_at	3.86e-09	4.47e-11	-8.465244	15.128082	-5.3548383	CHRDL1	chordin like 1
200607_s_at	3.90e-09	4.53e-11	8.461097	15.114172	3.3778579	RAD21	RAD21 cohesin complex component
223495_at	3.94e-09	4.59e-11	-8.457198	15.101091	-2.5846164	CCDC8	coiled-coil domain containing 8
1558254_s_at	3.95e-09	4.62e-11	8.455712	15.096103	3.0682414	SRPK2	SRSF protein kinase 2
219449_s_at	3.96e-09	4.64e-11	8.454206	15.091052	2.6617033	TMEM70	transmembrane protein 70
238756_at	4.01e-09	4.72e-11	8.449173	15.074163	2.5115616	GAS2L3	growth arrest specific 2 like 3
225439_at	4.01e-09	4.73e-11	8.448792	15.072883	2.9334278	NUDCD1	NudC domain containing 1
243902_at	4.01e-09	4.74e-11	-8.447963	15.070103	-1.3702361		
203405_at	4.01e-09	4.75e-11	8.44742	15.06828	2.5393385	PSMG1	proteasome assembly chaperone 1
227510_x_at	4.03e-09	4.79e-11	8.444897	15.059812	4.039186	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
204426_at	4.04e-09	4.81e-11	8.443627	15.055552	3.5990313	TMED2	transmembrane p24 trafficking protein 2
226523_at	4.05e-09	4.86e-11	-8.441017	15.04679	-1.7985029	TAGLN	transgelin
203812_at	4.05e-09	4.86e-11	-8.440982	15.046674	-2.449212	SLIT3	slit guidance ligand 3
234723_x_at	4.08e-09	4.90e-11	-8.438084	15.036946	-1.3486491		
209882_at	4.16e-09	5.02e-11	8.431442	15.014648	3.3186674	RIT1	Ras like without CAAX 1
207265_s_at	4.16e-09	5.05e-11	8.429771	15.009036	3.9380068	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
200664_s_at	4.16e-09	5.07e-11	8.428739	15.005572	2.9903717	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
216640_s_at	4.16e-09	5.07e-11	8.428698	15.005434	2.242038	PDIA6	protein disulfide isomerase family A member 6
211015_s_at	4.16e-09	5.07e-11	8.428649	15.005269	2.0179125	HSPA4	heat shock protein family A (Hsp70) member 4
220200_s_at	4.19e-09	5.12e-11	8.42586	14.995905	1.8462333	KMT5A	lysine methyltransferase 5A
212286_at	4.19e-09	5.14e-11	8.424267	14.990556	1.9935142	ANKRD12	ankyrin repeat domain 12
1557910_at	4.19e-09	5.15e-11	8.423718	14.988713	5.2971819	HSP90AB1	heat shock protein 90 alpha family class B member 1
202543_s_at	4.19e-09	5.18e-11	8.422495	14.984607	3.2711133	GMFB	glia maturation factor beta
204962_s_at	4.19e-09	5.18e-11	8.422347	14.984109	4.5632501	SLC35F6///CENPA	solute carrier family 35 member F6///centromere protein A
201551_s_at	4.22e-09	5.23e-11	8.419559	14.974746	3.7022063	LAMP1	lysosomal associated membrane protein 1
220691_at	4.24e-09	5.27e-11	-8.417282	14.967099	-1.743503		
203554_x_at	4.31e-09	5.37e-11	8.411846	14.94884	3.4822902	PTTG1	pituitary tumor-transforming 1
202589_at	4.32e-09	5.40e-11	8.41037	14.943881	3.8875019	TYMS	thymidylate synthetase
202583_s_at	4.33e-09	5.42e-11	8.409057	14.939468	3.7420656	RANBP9	RAN binding protein 9
210904_s_at	4.34e-09	5.44e-11	8.407767	14.935135	3.7207094	IL13RA1	interleukin 13 receptor subunit alpha 1
48031_r_at	4.40e-09	5.54e-11	-8.40274	14.918245	-2.113756	FAXDC2	fatty acid hydroxylase domain containing 2
204825_at	4.45e-09	5.62e-11	8.398352	14.903502	4.2261396	MELK	maternal embryonic leucine zipper kinase
218728_s_at	4.45e-09	5.64e-11	8.397651	14.901147	2.0419397	CNIH4	cornichon family AMPA receptor auxiliary protein 4
213226_at	4.45e-09	5.65e-11	8.397085	14.899244	3.6190804	CCNA2	cyclin A2
232852_at	4.45e-09	5.66e-11	-8.396553	14.897457	-2.3222557		
1569106_s_at	4.46e-09	5.69e-11	8.39473	14.891329	3.6002698	SETD5	SET domain containing 5
228905_at	4.49e-09	5.74e-11	-8.392261	14.883031	-1.8137941	PCM1	pericentriolar material 1
215489_x_at	4.49e-09	5.75e-11	8.391696	14.881134	3.2536051	HOMER3	homer scaffolding protein 3
1555827_at	4.50e-09	5.80e-11	8.389294	14.873058	2.728477	CCNL1	cyclin L1
208767_s_at	4.50e-09	5.81e-11	8.388763	14.871274	3.6247643	LAPTM4B	lysosomal protein transmembrane 4 beta
40016_g_at	4.50e-09	5.81e-11	-8.388755	14.871246	-3.0283279	MAST4	microtubule associated serine/threonine kinase family member 4
242532_at	4.51e-09	5.84e-11	-8.387163	14.865897	-3.209596		
201585_s_at	4.70e-09	6.11e-11	8.374099	14.821973	1.9882816	SFPQ	splicing factor proline and glutamine rich
201351_s_at	4.70e-09	6.12e-11	8.373817	14.821026	1.9590584	YME1L1	YME1 like 1 ATPase
202112_at	4.70e-09	6.16e-11	-8.372014	14.814964	-2.7517963	VWF	von Willebrand factor
217054_at	4.70e-09	6.17e-11	-8.371532	14.813341	-1.3420479	MUC3A	mucin 3A, cell surface associated
222441_x_at	4.70e-09	6.17e-11	8.371366	14.812782	2.6811727	PRELID3B	PRELI domain containing 3B
200900_s_at	4.70e-09	6.18e-11	8.370804	14.810893	3.6286375	M6PR	mannose-6-phosphate receptor, cation dependent
213486_at	4.71e-09	6.22e-11	-8.369118	14.805223	-3.4798204	COPG2IT1	COPG2 imprinted transcript 1 (non-protein coding)
233810_x_at	4.71e-09	6.22e-11	-8.369001	14.804829	-2.9901199		
217916_s_at	4.72e-09	6.26e-11	8.367238	14.798902	1.5495553	FAM49B	family with sequence similarity 49 member B
201120_s_at	4.73e-09	6.28e-11	8.366117	14.795131	3.0861941	PGRMC1	progesterone receptor membrane component 1
243442_x_at	4.76e-09	6.34e-11	-8.363474	14.78624	-1.1658892		
202469_s_at	4.79e-09	6.40e-11	8.360655	14.776759	1.2273537	CPSF6	cleavage and polyadenylation specific factor 6
226276_at	4.81e-09	6.44e-11	8.359124	14.771609	2.3271516	TMEM167A	transmembrane protein 167A
222657_s_at	4.89e-09	6.57e-11	8.353327	14.752106	2.4462165	UBE2W	ubiquitin conjugating enzyme E2 W (putative)
232644_x_at	4.92e-09	6.63e-11	-8.350664	14.743145	-0.9779305	OCIAD1	OCIA domain containing 1
225106_s_at	4.92e-09	6.64e-11	8.350057	14.741103	2.6992005	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
202290_at	4.98e-09	6.74e-11	8.345786	14.726732	3.1834169	PDAP1	PDGFA associated protein 1
208622_s_at	5.06e-09	6.86e-11	8.340472	14.708848	4.2057096	EZR	ezrin
242731_x_at	5.08e-09	6.93e-11	-8.337892	14.700165	-1.0568366	BMPR1A	bone morphogenetic protein receptor type 1A
209580_s_at	5.08e-09	6.93e-11	8.337796	14.699842	2.7314213	MBD4	methyl-CpG binding domain 4, DNA glycosylase
208867_s_at	5.11e-09	6.98e-11	8.335746	14.692942	3.1137321	CSNK1A1	casein kinase 1 alpha 1
213088_s_at	5.11e-09	7.00e-11	8.334809	14.689787	2.1296552	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
223386_at	5.17e-09	7.10e-11	8.330821	14.676361	2.3319025	FAM118B	family with sequence similarity 118 member B
212379_at	5.19e-09	7.14e-11	8.329041	14.67037	2.0964528	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
208680_at	5.19e-09	7.17e-11	8.327836	14.666311	1.6001865	PRDX1	peroxiredoxin 1
200744_s_at	5.19e-09	7.20e-11	8.326623	14.662229	2.9167829	GNB1	G protein subunit beta 1
217807_s_at	5.19e-09	7.22e-11	-8.325859	14.659655	-1.6248946	SNORD23///GLTSCR2	small nucleolar RNA, C/D box 23///glioma tumor suppressor candidate region gene 2
241632_x_at	5.19e-09	7.23e-11	-8.325549	14.658614	-1.4476073		
51228_at	5.19e-09	7.23e-11	8.325284	14.65772	2.2866626	RBM12B	RNA binding motif protein 12B
213330_s_at	5.22e-09	7.29e-11	8.323038	14.650159	1.9396545	STIP1	stress induced phosphoprotein 1
212250_at	5.24e-09	7.33e-11	8.321574	14.645229	1.6798447	MTDH	metadherin
1555948_s_at	5.26e-09	7.41e-11	8.318481	14.634811	2.5762574	FAM120A	family with sequence similarity 120A
208852_s_at	5.26e-09	7.42e-11	8.317857	14.63271	2.673941	CANX	calnexin
223289_s_at	5.26e-09	7.42e-11	8.317822	14.632593	2.8777893	USP38	ubiquitin specific peptidase 38
210951_x_at	5.26e-09	7.43e-11	8.317578	14.631771	3.2107442	RAB27A	RAB27A, member RAS oncogene family
219081_at	5.29e-09	7.50e-11	8.314618	14.621804	1.9309413	ANKHD1-EIF4EBP3///ANKHD1	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
224254_x_at	5.29e-09	7.51e-11	-8.314467	14.621294	-1.1813437		
229676_at	5.29e-09	7.52e-11	8.313879	14.619314	4.1222306	MTPAP	mitochondrial poly(A) polymerase
1554482_a_at	5.33e-09	7.60e-11	8.311044	14.609766	2.5801064	SAR1B	secretion associated Ras related GTPase 1B
205451_at	5.43e-09	7.77e-11	-8.304637	14.588184	-1.1278901	FOXO4	forkhead box O4
222466_s_at	5.49e-09	7.86e-11	8.301051	14.576102	2.4831558	MRPL42	mitochondrial ribosomal protein L42
208698_s_at	5.58e-09	8.02e-11	8.295352	14.556898	1.9610411	NONO	non-POU domain containing, octamer-binding
204478_s_at	5.62e-09	8.12e-11	8.291694	14.544572	2.5945062	RABIF	RAB interacting factor
219550_at	5.62e-09	8.13e-11	-8.291459	14.54378	-2.0278685	ROBO3	roundabout guidance receptor 3
200853_at	5.62e-09	8.13e-11	8.291284	14.543192	2.5130684	H2AFZ	H2A histone family member Z
213661_at	5.65e-09	8.19e-11	-8.289407	14.536864	-3.4939135	PAMR1	peptidase domain containing associated with muscle regeneration 1
222077_s_at	5.66e-09	8.22e-11	8.288074	14.532374	2.8025059	RACGAP1	Rac GTPase activating protein 1
210009_s_at	5.73e-09	8.35e-11	8.283728	14.517724	1.8461215	GOSR2	golgi SNAP receptor complex member 2
200739_s_at	5.73e-09	8.36e-11	8.283401	14.516623	1.8067838	SUMO3	small ubiquitin-like modifier 3
1556123_a_at	5.80e-09	8.49e-11	-8.278886	14.501404	-1.7072358	RAB11B-AS1	RAB11B antisense RNA 1
225195_at	5.86e-09	8.59e-11	8.275345	14.489468	2.7760793	DPH3	diphthamide biosynthesis 3
207821_s_at	5.86e-09	8.61e-11	8.274851	14.487802	2.3989295	PTK2	protein tyrosine kinase 2
210958_s_at	5.87e-09	8.64e-11	-8.273785	14.484206	-1.9167722	MAST4	microtubule associated serine/threonine kinase family member 4
242862_x_at	5.90e-09	8.72e-11	-8.271137	14.47528	-1.6491161		
208787_at	5.90e-09	8.75e-11	8.27011	14.471816	2.1623681	MRPL3	mitochondrial ribosomal protein L3
214757_at	5.90e-09	8.75e-11	8.270039	14.471577	2.0472053	PMS2P2	PMS1 homolog 2, mismatch repair system component pseudogene 2
235725_at	6.04e-09	8.98e-11	-8.262578	14.446415	-2.0379587	SMAD4	SMAD family member 4
220692_at	6.05e-09	9.01e-11	-8.261791	14.443762	-1.9707171		
202667_s_at	6.15e-09	9.18e-11	8.25612	14.424637	2.2707994	SLC39A7	solute carrier family 39 member 7
202920_at	6.16e-09	9.21e-11	-8.255197	14.421521	-4.0248965	ANK2	ankyrin 2, neuronal
209540_at	6.16e-09	9.24e-11	-8.254457	14.419025	-4.9792727	IGF1	insulin like growth factor 1
224630_at	6.16e-09	9.26e-11	8.253862	14.417018	1.3673509	ERLEC1	endoplasmic reticulum lectin 1
1554667_s_at	6.16e-09	9.29e-11	8.252657	14.412956	2.0649694	METTL8	methyltransferase like 8
