ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
209058_at	1.21e-04	2.37e-05	-4.681217	2.293726	-0.900937	EDF1	endothelial differentiation related factor 1
209979_at	1.21e-04	2.37e-05	-4.68099	2.292993	-0.4975964	ADARB1	adenosine deaminase, RNA specific B1
222753_s_at	1.21e-04	2.38e-05	4.680807	2.292407	1.0979806	SPCS3	signal peptidase complex subunit 3
213444_at	1.22e-04	2.38e-05	-4.679798	2.289158	-0.8644708	ZNF862	zinc finger protein 862
230529_at	1.22e-04	2.40e-05	-4.678214	2.284063	-0.9535271	HECA	hdc homolog, cell cycle regulator
232778_at	1.23e-04	2.40e-05	4.677558	2.281951	1.0341664		
214196_s_at	1.23e-04	2.40e-05	4.677507	2.281787	1.5501757	TPP1	tripeptidyl peptidase 1
218722_s_at	1.23e-04	2.40e-05	4.677388	2.281405	0.630948	CCDC51	coiled-coil domain containing 51
206582_s_at	1.23e-04	2.41e-05	4.677132	2.280579	1.3923982	ADGRG1	adhesion G protein-coupled receptor G1
236524_at	1.23e-04	2.41e-05	4.676793	2.279489	1.1109562		
210329_s_at	1.23e-04	2.42e-05	-4.675873	2.276531	-0.6948366	SGCD	sarcoglycan delta
221272_s_at	1.23e-04	2.42e-05	-4.675826	2.276378	-0.9942359	C1orf21	chromosome 1 open reading frame 21
1561451_a_at	1.23e-04	2.42e-05	-4.675524	2.275406	-0.4026577	LOC101928551	uncharacterized LOC101928551
243153_at	1.23e-04	2.42e-05	-4.675328	2.274778	-0.5642659	CDK5RAP2	CDK5 regulatory subunit associated protein 2
211858_x_at	1.23e-04	2.42e-05	4.675149	2.274201	0.8921065	GNAS	GNAS complex locus
209626_s_at	1.24e-04	2.42e-05	4.674816	2.273128	1.8303715	OSBPL3	oxysterol binding protein like 3
242926_at	1.24e-04	2.43e-05	-4.673605	2.269234	-0.6873499		
243365_s_at	1.24e-04	2.43e-05	-4.673532	2.268998	-1.2451835	AUTS2	autism susceptibility candidate 2
232312_at	1.24e-04	2.44e-05	4.67334	2.268383	1.3521529	PPP6R3	protein phosphatase 6 regulatory subunit 3
213534_s_at	1.24e-04	2.44e-05	4.673062	2.267487	1.5479447	PASK	PAS domain containing serine/threonine kinase
202753_at	1.24e-04	2.44e-05	4.672842	2.266782	0.7247884	PSMD6	proteasome 26S subunit, non-ATPase 6
209902_at	1.24e-04	2.44e-05	4.672658	2.266188	1.2929581	ATR	ATR serine/threonine kinase
209444_at	1.24e-04	2.44e-05	4.672413	2.2654	1.195871	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1
1562743_at	1.24e-04	2.45e-05	-4.672202	2.264721	-0.762085	ZNF33B	zinc finger protein 33B
216293_at	1.25e-04	2.45e-05	-4.671042	2.260993	-0.4331399	CLTA	clathrin light chain A
209304_x_at	1.25e-04	2.46e-05	4.670501	2.259251	1.1593041	GADD45B	growth arrest and DNA damage inducible beta
226020_s_at	1.25e-04	2.46e-05	4.669849	2.257154	0.9912961	OMA1///DAB1	OMA1 zinc metallopeptidase///DAB1, reelin adaptor protein
214760_at	1.26e-04	2.47e-05	-4.668841	2.253915	-0.8484438	ZNF337	zinc finger protein 337
203842_s_at	1.26e-04	2.48e-05	-4.668502	2.252824	-0.579583	MAPRE3	microtubule associated protein RP/EB family member 3
227936_at	1.26e-04	2.48e-05	4.668313	2.252216	1.8131149	TMEM68	transmembrane protein 68
224701_at	1.26e-04	2.48e-05	4.668055	2.251388	1.8866282	PARP14	poly(ADP-ribose) polymerase family member 14
213879_at	1.26e-04	2.48e-05	-4.667898	2.250881	-0.5754978		
223339_at	1.26e-04	2.48e-05	4.667891	2.25086	1.1859501	ATPIF1	ATPase inhibitory factor 1
218160_at	1.26e-04	2.48e-05	4.667653	2.250094	0.8336704	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
206854_s_at	1.26e-04	2.49e-05	4.666994	2.247975	1.1803706	MAP3K7	mitogen-activated protein kinase kinase kinase 7
244157_x_at	1.26e-04	2.49e-05	-4.666993	2.247972	-0.6232443		
202972_s_at	1.27e-04	2.50e-05	-4.666047	2.244931	-1.5177123	FAM13A	family with sequence similarity 13 member A
230273_at	1.27e-04	2.50e-05	-4.665975	2.244699	-0.7364476	CFAP206	cilia and flagella associated protein 206
219656_at	1.27e-04	2.50e-05	-4.665598	2.243489	-1.114472	PCDH12	protocadherin 12
213519_s_at	1.28e-04	2.52e-05	-4.66323	2.235877	-1.7701472	LAMA2	laminin subunit alpha 2
212167_s_at	1.28e-04	2.53e-05	4.66229	2.232855	0.7129754	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
244287_at	1.29e-04	2.55e-05	4.660178	2.226069	1.328818	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
236038_at	1.29e-04	2.55e-05	-4.659663	2.224416	-2.7675685	RNF150	ring finger protein 150
241956_at	1.30e-04	2.55e-05	-4.659157	2.222791	-1.306734		
203098_at	1.30e-04	2.56e-05	4.658772	2.221553	0.9461604	CDYL	chromodomain Y-like
226702_at	1.30e-04	2.56e-05	4.658506	2.220696	2.4833863	CMPK2	cytidine/uridine monophosphate kinase 2
1552257_a_at	1.30e-04	2.57e-05	4.6576	2.217787	0.9361979	TTLL12	tubulin tyrosine ligase like 12
204122_at	1.30e-04	2.57e-05	4.657273	2.216736	1.5356539	TYROBP	TYRO protein tyrosine kinase binding protein
201683_x_at	1.30e-04	2.57e-05	4.657151	2.216344	0.8776462	TOX4	TOX high mobility group box family member 4
231161_x_at	1.30e-04	2.57e-05	-4.65684	2.215345	-0.5688779	TRIM8	tripartite motif containing 8
235716_at	1.31e-04	2.58e-05	4.655877	2.212253	1.4552555		
200948_at	1.31e-04	2.59e-05	4.654615	2.2082	1.4408023	MLF2	myeloid leukemia factor 2
235067_at	1.31e-04	2.59e-05	4.654508	2.207855	1.1174517	MKLN1	muskelin 1
202395_at	1.32e-04	2.60e-05	4.65336	2.204169	0.8514435	LOC101930324///NSF	uncharacterized LOC101930324///N-ethylmaleimide sensitive factor, vesicle fusing ATPase
227630_at	1.32e-04	2.60e-05	-4.653295	2.203961	-0.9667941	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon
1558906_a_at	1.32e-04	2.61e-05	-4.652603	2.201738	-1.013619	OSER1-AS1	OSER1 antisense RNA 1 (head to head)
210635_s_at	1.32e-04	2.61e-05	4.652553	2.201578	1.0234199	KLHL20	kelch like family member 20
212574_x_at	1.32e-04	2.61e-05	4.652312	2.200802	1.1201595	TMEM259	transmembrane protein 259
219427_at	1.32e-04	2.61e-05	-4.652291	2.200738	-1.2239011	FAT4	FAT atypical cadherin 4
230347_at	1.32e-04	2.62e-05	-4.652073	2.200037	-0.6473436	ORAI2	ORAI calcium release-activated calcium modulator 2
230061_at	1.33e-04	2.62e-05	-4.651283	2.1975	-2.3182277	TM4SF18	transmembrane 4 L six family member 18
200068_s_at	1.33e-04	2.62e-05	4.651206	2.197251	0.7402108	CANX	calnexin
202322_s_at	1.33e-04	2.62e-05	4.651179	2.197164	0.9865453	GGPS1	geranylgeranyl diphosphate synthase 1
225884_s_at	1.33e-04	2.62e-05	4.651148	2.197067	1.036121	GZF1	GDNF inducible zinc finger protein 1
219433_at	1.33e-04	2.63e-05	4.650847	2.1961	0.9566952	BCOR	BCL6 corepressor
231991_at	1.33e-04	2.63e-05	-4.650824	2.196027	-1.9800794	CCM2L	CCM2 like scaffolding protein
221123_x_at	1.33e-04	2.63e-05	-4.650596	2.195293	-1.3863448	FBXO16///ZNF395	F-box protein 16///zinc finger protein 395
1552334_at	1.33e-04	2.63e-05	4.650514	2.195032	1.3825019	TRIOBP	TRIO and F-actin binding protein
227920_at	1.33e-04	2.63e-05	4.650318	2.194403	1.3216237	BEND3	BEN domain containing 3
209699_x_at	1.33e-04	2.63e-05	-4.649988	2.193343	-3.79686	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2
219197_s_at	1.33e-04	2.64e-05	-4.649737	2.192536	-3.1890363	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2
226816_s_at	1.33e-04	2.64e-05	-4.649473	2.191689	-0.6923319	KIAA1143	KIAA1143
208625_s_at	1.33e-04	2.64e-05	4.648921	2.189915	0.9469383	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
202242_at	1.34e-04	2.65e-05	-4.648367	2.188139	-1.5823329	TSPAN7	tetraspanin 7
203593_at	1.34e-04	2.65e-05	4.648067	2.187174	0.8393234	CD2AP	CD2 associated protein
225416_at	1.34e-04	2.65e-05	4.648063	2.187163	0.8961085	RLIM	ring finger protein, LIM domain interacting
207283_at	1.34e-04	2.65e-05	-4.648039	2.187085	-1.4682571	RPL23AP32	ribosomal protein L23a pseudogene 32
202658_at	1.34e-04	2.65e-05	4.648006	2.186979	1.2376756	PEX11B	peroxisomal biogenesis factor 11 beta
1554547_at	1.34e-04	2.65e-05	-4.647835	2.186429	-1.6258963	FAM13C	family with sequence similarity 13 member C
225717_at	1.34e-04	2.66e-05	4.647553	2.185526	1.4542027	LNPK	lunapark, ER junction formation factor
205478_at	1.34e-04	2.66e-05	-4.647243	2.184531	-3.0599911	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
223397_s_at	1.34e-04	2.66e-05	4.647128	2.184159	1.0321671	NIP7	NIP7, nucleolar pre-rRNA processing protein
207480_s_at	1.34e-04	2.66e-05	-4.64674	2.182916	-1.9780753	MEIS2	Meis homeobox 2
225134_at	1.34e-04	2.67e-05	-4.64635	2.181664	-0.5494615	SPRYD3	SPRY domain containing 3
218950_at	1.34e-04	2.67e-05	-4.645941	2.180351	-1.6766319	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
244126_at	1.35e-04	2.67e-05	-4.645365	2.178503	-0.6731535	PEX11G	peroxisomal biogenesis factor 11 gamma
213994_s_at	1.35e-04	2.68e-05	-4.645258	2.178159	-2.4552761	SPON1	spondin 1
224688_at	1.35e-04	2.68e-05	-4.645073	2.177566	-0.8160198	TMEM248	transmembrane protein 248
203108_at	1.35e-04	2.68e-05	4.645042	2.177466	3.288955	GPRC5A	G protein-coupled receptor class C group 5 member A
222664_at	1.35e-04	2.68e-05	4.644959	2.177199	1.8133703	KCTD15	potassium channel tetramerization domain containing 15
206574_s_at	1.35e-04	2.68e-05	4.644583	2.175994	2.2317785	PTP4A3	protein tyrosine phosphatase type IVA, member 3
203177_x_at	1.35e-04	2.68e-05	4.644431	2.175506	1.0065892	TFAM	transcription factor A, mitochondrial
211271_x_at	1.35e-04	2.69e-05	4.643926	2.173883	0.6016086	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
221082_s_at	1.35e-04	2.69e-05	4.643725	2.173239	1.1972936	NDRG3	NDRG family member 3
217445_s_at	1.36e-04	2.70e-05	4.643008	2.170938	1.4047298	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
202354_s_at	1.36e-04	2.70e-05	4.642017	2.16776	1.1854445	GTF2F1	general transcription factor IIF subunit 1
208959_s_at	1.37e-04	2.72e-05	4.640539	2.163018	0.7662542	ERP44	endoplasmic reticulum protein 44
220342_x_at	1.37e-04	2.72e-05	4.640471	2.1628	1.5127119	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
229366_at	1.37e-04	2.72e-05	4.640364	2.162454	1.1310063		
206101_at	1.37e-04	2.72e-05	-4.639796	2.160633	-2.5364829	ECM2	extracellular matrix protein 2
203471_s_at	1.37e-04	2.73e-05	4.639243	2.158858	2.2205079	PLEK	pleckstrin
1560445_x_at	1.37e-04	2.73e-05	-4.638922	2.15783	-0.4918989	ARHGEF1	Rho guanine nucleotide exchange factor 1
213491_x_at	1.37e-04	2.73e-05	4.638672	2.157029	0.6438968	RPN2	ribophorin II
228292_at	1.37e-04	2.74e-05	-4.638477	2.156402	-0.9977695		
236314_at	1.37e-04	2.74e-05	-4.638427	2.156243	-0.9525599	EPM2AIP1	EPM2A interacting protein 1
243818_at	1.37e-04	2.74e-05	-4.638409	2.156184	-0.4582581	SFTA1P	surfactant associated 1, pseudogene
229255_x_at	1.37e-04	2.74e-05	-4.638245	2.155658	-0.7169413	GOSR2	golgi SNAP receptor complex member 2
217738_at	1.38e-04	2.74e-05	4.63761	2.153623	1.8506651	NAMPT	nicotinamide phosphoribosyltransferase
38487_at	1.38e-04	2.75e-05	-4.637008	2.151692	-1.4585512	STAB1	stabilin 1
228437_at	1.38e-04	2.75e-05	4.636949	2.151501	1.1190542	CNIH4	cornichon family AMPA receptor auxiliary protein 4
211685_s_at	1.38e-04	2.75e-05	-4.636836	2.151139	-2.0775335	NCALD	neurocalcin delta
229324_x_at	1.38e-04	2.75e-05	-4.636784	2.150973	-0.7515386	ISYNA1	inositol-3-phosphate synthase 1
218865_at	1.38e-04	2.75e-05	-4.63658	2.150319	-1.6239669	MARC1	mitochondrial amidoxime reducing component 1
207238_s_at	1.38e-04	2.76e-05	4.635976	2.14838	2.5653038	PTPRC	protein tyrosine phosphatase, receptor type C
228477_at	1.38e-04	2.76e-05	-4.635922	2.148209	-0.7408639	ARGLU1	arginine and glutamate rich 1
223470_at	1.38e-04	2.76e-05	4.635652	2.147343	1.2193256	PIGM	phosphatidylinositol glycan anchor biosynthesis class M
233407_at	1.38e-04	2.76e-05	-4.635564	2.147061	-0.396007		
212655_at	1.39e-04	2.77e-05	4.635288	2.146175	1.3745605	ZCCHC14	zinc finger CCHC-type containing 14
235521_at	1.39e-04	2.77e-05	-4.634715	2.144337	-2.4775685	HOXA3	homeobox A3
202715_at	1.39e-04	2.77e-05	4.634408	2.143354	1.2491703	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
202233_s_at	1.39e-04	2.77e-05	4.634403	2.143336	0.9167301	UQCRHL///UQCRH	ubiquinol-cytochrome c reductase hinge protein like///ubiquinol-cytochrome c reductase hinge protein
221498_at	1.39e-04	2.78e-05	4.634137	2.142484	1.012777	SNX27	sorting nexin family member 27
228812_at	1.39e-04	2.78e-05	4.633634	2.140872	1.0457877	REL	REL proto-oncogene, NF-kB subunit
222479_s_at	1.39e-04	2.78e-05	4.633338	2.139921	0.8706457	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1
233555_s_at	1.39e-04	2.79e-05	4.633104	2.139172	2.1700117	SULF2	sulfatase 2
224717_s_at	1.40e-04	2.79e-05	4.63258	2.137491	0.9726889	SMIM7	small integral membrane protein 7
38158_at	1.40e-04	2.80e-05	4.632073	2.135866	1.9983895	ESPL1	extra spindle pole bodies like 1, separase
231697_s_at	1.40e-04	2.80e-05	4.631464	2.133915	1.4826626	MIR21///VMP1	microRNA 21///vacuole membrane protein 1
215088_s_at	1.40e-04	2.80e-05	4.631211	2.133103	0.6743167	SDHC	succinate dehydrogenase complex subunit C
233520_s_at	1.40e-04	2.81e-05	-4.630975	2.132347	-1.8551843	CMYA5	cardiomyopathy associated 5
204700_x_at	1.40e-04	2.81e-05	4.630876	2.132031	1.6705099	DIEXF	digestive organ expansion factor homolog (zebrafish)
202311_s_at	1.40e-04	2.81e-05	4.630708	2.131492	2.6370188	COL1A1	collagen type I alpha 1 chain
202269_x_at	1.40e-04	2.81e-05	4.630672	2.131376	2.2207215	GBP1	guanylate binding protein 1
244114_x_at	1.40e-04	2.81e-05	-4.63067	2.131369	-2.3881362		
225068_at	1.40e-04	2.81e-05	4.630441	2.130636	1.1355402	KLHL12	kelch like family member 12
214743_at	1.41e-04	2.82e-05	4.629745	2.128403	1.2024488	CUX1	cut like homeobox 1
223133_at	1.41e-04	2.82e-05	4.62919	2.126624	0.9534142	TMEM14B	transmembrane protein 14B
229948_at	1.41e-04	2.82e-05	-4.628973	2.125929	-1.0715575		
208947_s_at	1.41e-04	2.82e-05	4.628947	2.125847	1.1619765	UPF1	UPF1, RNA helicase and ATPase
214937_x_at	1.41e-04	2.83e-05	-4.628834	2.125485	-0.7763269	PCM1	pericentriolar material 1
238370_x_at	1.42e-04	2.84e-05	-4.627754	2.122023	-0.5708395		
214958_s_at	1.42e-04	2.84e-05	4.627357	2.120749	2.1972203	TMC6	transmembrane channel like 6
209458_x_at	1.42e-04	2.84e-05	-4.627188	2.120209	-3.5261016	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
202842_s_at	1.42e-04	2.85e-05	4.626712	2.118683	0.7618888	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
223469_at	1.42e-04	2.85e-05	-4.626351	2.117527	-0.9890228	PGPEP1	pyroglutamyl-peptidase I
234098_at	1.42e-04	2.85e-05	-4.62582	2.115825	-0.6246134	SOBP	sine oculis binding protein homolog
202314_at	1.43e-04	2.86e-05	4.62505	2.113359	1.0119786	LRRD1///CYP51A1	leucine rich repeats and death domain containing 1///cytochrome P450 family 51 subfamily A member 1
203228_at	1.43e-04	2.88e-05	4.623601	2.108715	1.4273549	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3
206998_x_at	1.43e-04	2.88e-05	-4.623427	2.108159	-0.5250136	PRB3	proline rich protein BstNI subfamily 3
236066_at	1.43e-04	2.88e-05	-4.623421	2.108139	-0.7607088		
212133_at	1.43e-04	2.88e-05	4.62327	2.107654	1.0087903	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2
219035_s_at	1.44e-04	2.89e-05	4.622284	2.104496	1.3743427	RNF34	ring finger protein 34
209316_s_at	1.44e-04	2.89e-05	4.621901	2.10327	1.3541716	HBS1L	HBS1 like translational GTPase
224373_s_at	1.44e-04	2.90e-05	4.621421	2.101733	0.4637576	ND4	NADH dehydrogenase, subunit 4 (complex I)
230714_s_at	1.44e-04	2.90e-05	-4.621248	2.101176	-0.6772475		
48612_at	1.44e-04	2.90e-05	-4.621196	2.101011	-0.6482801	N4BP1	NEDD4 binding protein 1
223428_s_at	1.45e-04	2.91e-05	4.620534	2.098892	0.6296621	ISY1	ISY1 splicing factor homolog
226574_at	1.45e-04	2.91e-05	4.620384	2.098409	0.8483452	PSPC1	paraspeckle component 1
214175_x_at	1.45e-04	2.91e-05	-4.620128	2.09759	-1.632317	PDLIM4	PDZ and LIM domain 4
235451_at	1.45e-04	2.92e-05	4.619316	2.09499	1.2393838	SMAD5	SMAD family member 5
222609_s_at	1.45e-04	2.92e-05	4.619155	2.094473	0.955316	EXOSC1	exosome component 1
226004_at	1.45e-04	2.92e-05	4.619072	2.094208	1.6991475	CABLES2	Cdk5 and Abl enzyme substrate 2
205167_s_at	1.45e-04	2.92e-05	4.618605	2.092713	1.5093234	CDC25C	cell division cycle 25C
1555323_at	1.45e-04	2.92e-05	-4.618537	2.092494	-0.4070496	ABCB9	ATP binding cassette subfamily B member 9
209385_s_at	1.45e-04	2.93e-05	4.618407	2.092078	1.2611574	PROSC	proline synthetase cotranscribed homolog (bacterial)
235689_at	1.46e-04	2.93e-05	4.618034	2.090885	0.7084368	MTFMT	mitochondrial methionyl-tRNA formyltransferase
209852_x_at	1.46e-04	2.93e-05	4.617874	2.090371	1.5405006	PSME3	proteasome activator subunit 3
213204_at	1.46e-04	2.93e-05	-4.617657	2.089675	-0.8761053	CUL9	cullin 9
208960_s_at	1.46e-04	2.93e-05	4.61753	2.089271	1.8111747	KLF6	Kruppel like factor 6
1562836_at	1.46e-04	2.93e-05	4.617511	2.089207	1.0395334	DDX6	DEAD-box helicase 6
232333_at	1.46e-04	2.94e-05	-4.617297	2.088525	-1.549902		
242057_at	1.46e-04	2.94e-05	-4.616924	2.087328	-1.0189244		
225430_at	1.47e-04	2.95e-05	-4.615677	2.083335	-0.7452927	GATC	glutamyl-tRNA amidotransferase subunit C
228537_at	1.47e-04	2.96e-05	-4.615344	2.08227	-0.932275	GLI2	GLI family zinc finger 2
243720_at	1.47e-04	2.96e-05	-4.615226	2.081891	-0.9636286		
232480_at	1.47e-04	2.96e-05	-4.614832	2.080632	-0.9383672	MIRLET7BHG	MIRLET7B host gene
223383_at	1.47e-04	2.96e-05	4.61466	2.08008	1.0458895	ZNRF1	zinc and ring finger 1, E3 ubiquitin protein ligase
233759_s_at	1.47e-04	2.97e-05	4.614316	2.078977	0.8763278	PPP4R3B	protein phosphatase 4 regulatory subunit 3B
1552370_at	1.47e-04	2.97e-05	4.614024	2.078043	1.9843277	C4orf33	chromosome 4 open reading frame 33
219019_at	1.47e-04	2.97e-05	-4.613904	2.07766	-0.7882155	PIDD1	p53-induced death domain protein 1
227527_at	1.47e-04	2.97e-05	-4.613826	2.077409	-0.8043746	KMT2D	lysine methyltransferase 2D
218270_at	1.47e-04	2.97e-05	4.613535	2.076479	0.7041746	MRPL24	mitochondrial ribosomal protein L24
203267_s_at	1.48e-04	2.98e-05	4.613027	2.074852	1.3657177	DRG2	developmentally regulated GTP binding protein 2
209895_at	1.48e-04	2.98e-05	4.612793	2.074104	1.3063798	PTPN11	protein tyrosine phosphatase, non-receptor type 11
224577_at	1.48e-04	2.98e-05	4.612696	2.073792	1.7961021	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
242407_at	1.48e-04	2.99e-05	-4.612365	2.072733	-0.9073641		
239478_x_at	1.48e-04	2.99e-05	-4.612256	2.072384	-0.4518666	GPATCH2L	G-patch domain containing 2 like
215360_at	1.48e-04	2.99e-05	-4.612146	2.072033	-1.1269202		
223032_x_at	1.48e-04	2.99e-05	4.611676	2.070528	0.9042345	PRELID1	PRELI domain containing 1
204108_at	1.48e-04	3.00e-05	4.611346	2.069473	1.0670669	NFYA	nuclear transcription factor Y subunit alpha
239772_x_at	1.48e-04	3.00e-05	-4.6113	2.069326	-0.7919363	DHX30	DEAH-box helicase 30
202270_at	1.48e-04	3.00e-05	4.611161	2.068879	2.1719909	GBP1	guanylate binding protein 1
233768_at	1.48e-04	3.00e-05	-4.61106	2.068556	-1.4507854		
232693_s_at	1.48e-04	3.00e-05	-4.610796	2.067711	-1.5796413	FBXO16///ZNF395	F-box protein 16///zinc finger protein 395
241298_x_at	1.48e-04	3.00e-05	-4.610703	2.067414	-0.5800973		
204319_s_at	1.49e-04	3.01e-05	4.610026	2.065249	1.2899292	RGS10	regulator of G-protein signaling 10
228104_at	1.49e-04	3.01e-05	-4.609546	2.06371	-1.3864957	PLXNA4	plexin A4
206214_at	1.49e-04	3.02e-05	4.609352	2.063091	2.29589	PLA2G7	phospholipase A2 group VII
214039_s_at	1.49e-04	3.02e-05	4.60848	2.060299	1.3195094	LAPTM4B	lysosomal protein transmembrane 4 beta
211561_x_at	1.50e-04	3.03e-05	4.60816	2.059277	1.2990174	MAPK14	mitogen-activated protein kinase 14
213158_at	1.50e-04	3.03e-05	-4.608154	2.059257	-1.526749	ZBTB20	zinc finger and BTB domain containing 20
222650_s_at	1.50e-04	3.03e-05	4.6077	2.057804	1.0536889	SLC2A4RG	SLC2A4 regulator
202080_s_at	1.50e-04	3.03e-05	-4.607695	2.057789	-0.82893	TRAK1	trafficking kinesin protein 1
200991_s_at	1.50e-04	3.04e-05	4.607217	2.056258	0.6416195	SNX17	sorting nexin 17
231277_x_at	1.50e-04	3.04e-05	-4.607103	2.055894	-0.5344945	DTWD2	DTW domain containing 2
209845_at	1.50e-04	3.04e-05	4.606578	2.054214	0.9893406	MKRN1	makorin ring finger protein 1
205695_at	1.50e-04	3.04e-05	4.606426	2.053727	1.6599761	SDS	serine dehydratase
217557_s_at	1.50e-04	3.05e-05	-4.606411	2.053679	-0.4890262	CPM	carboxypeptidase M
235535_x_at	1.50e-04	3.05e-05	-4.606342	2.05346	-1.2108992	FRG1KP///LOC101930531///LOC101930278///FRG1CP///LOC100134091///FRG1BP///FRG1	FSHD region gene 1 family member K, pseudogene///uncharacterized LOC101930531///uncharacterized LOC101930278///FSHD region gene 1 family member C, pseudogene///protein FRG1B-like///FSHD region gene 1 family member B, pseudogene///FSHD region gene 1
235901_at	1.50e-04	3.05e-05	-4.606235	2.053116	-1.4131017		
202828_s_at	1.50e-04	3.05e-05	4.606183	2.052951	0.9795994	MMP14	matrix metallopeptidase 14
204574_s_at	1.50e-04	3.05e-05	-4.60585	2.051885	-0.5089505	MMP19	matrix metallopeptidase 19
212944_at	1.50e-04	3.05e-05	4.605758	2.051591	0.9791964	SLC5A3	solute carrier family 5 member 3
201303_at	1.51e-04	3.06e-05	4.605233	2.049912	1.1214205	EIF4A3	eukaryotic translation initiation factor 4A3
217299_s_at	1.51e-04	3.06e-05	4.604601	2.047891	1.362616	NBN	nibrin
228810_at	1.51e-04	3.06e-05	4.604568	2.047785	1.1969224	CCNYL1	cyclin Y like 1
214157_at	1.51e-04	3.07e-05	4.604213	2.04665	2.0209966	GNAS	GNAS complex locus
224614_at	1.51e-04	3.07e-05	4.604154	2.04646	1.0572532	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
212949_at	1.51e-04	3.07e-05	4.604031	2.046068	1.8889435	NCAPH	non-SMC condensin I complex subunit H
1566113_at	1.52e-04	3.08e-05	4.603004	2.042782	1.2230751		
224872_at	1.52e-04	3.08e-05	4.603002	2.042774	1.2540209	DIP2B	disco interacting protein 2 homolog B
216918_s_at	1.52e-04	3.08e-05	-4.6029	2.042449	-1.533074	DST	dystonin
207574_s_at	1.52e-04	3.08e-05	4.602666	2.0417	1.2518645	GADD45B	growth arrest and DNA damage inducible beta
244144_at	1.52e-04	3.09e-05	-4.602319	2.040592	-0.4800659	SYNE1	spectrin repeat containing nuclear envelope protein 1
216449_x_at	1.52e-04	3.09e-05	4.602139	2.040015	0.8950613	HSP90B1	heat shock protein 90 beta family member 1
231829_at	1.52e-04	3.10e-05	4.601094	2.036673	1.6076192	MAVS	mitochondrial antiviral signaling protein
219000_s_at	1.52e-04	3.10e-05	4.601055	2.03655	1.3980943	DSCC1	DNA replication and sister chromatid cohesion 1
213134_x_at	1.52e-04	3.10e-05	4.601036	2.036487	1.5093163	BTG3	BTG anti-proliferation factor 3
214101_s_at	1.53e-04	3.11e-05	4.600308	2.03416	1.0314229	NPEPPS	aminopeptidase puromycin sensitive
223085_at	1.53e-04	3.11e-05	4.600261	2.03401	1.3020641	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
208628_s_at	1.53e-04	3.12e-05	4.599324	2.031014	0.8805206	YBX1	Y-box binding protein 1
224950_at	1.53e-04	3.12e-05	4.599232	2.030719	1.622035	PTGFRN	prostaglandin F2 receptor inhibitor
209549_s_at	1.54e-04	3.12e-05	4.598692	2.028993	0.7544499	DGUOK	deoxyguanosine kinase
239311_at	1.54e-04	3.13e-05	-4.597939	2.026585	-0.7526498		
237654_at	1.54e-04	3.14e-05	-4.596932	2.023366	-0.466303	PPP1R36	protein phosphatase 1 regulatory subunit 36
223486_at	1.55e-04	3.15e-05	4.596616	2.022355	1.2488876	GTPBP8	GTP binding protein 8 (putative)
227670_at	1.55e-04	3.15e-05	4.596422	2.021735	1.0748159	ZNF75A	zinc finger protein 75a
202094_at	1.55e-04	3.15e-05	4.596349	2.021503	2.3576855	BIRC5	baculoviral IAP repeat containing 5
227082_at	1.55e-04	3.15e-05	-4.596301	2.021347	-1.897415	ZBTB20	zinc finger and BTB domain containing 20
212808_at	1.55e-04	3.15e-05	4.595916	2.020117	1.1668718	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
238066_at	1.55e-04	3.16e-05	-4.595485	2.01874	-3.8075968	RBP7	retinol binding protein 7
228615_at	1.55e-04	3.16e-05	-4.595352	2.018316	-1.1093721	LOC286161	uncharacterized LOC286161
203255_at	1.55e-04	3.16e-05	-4.595304	2.018161	-0.7316994	FBXO11	F-box protein 11
236879_at	1.55e-04	3.16e-05	4.595199	2.017825	1.345344		
